block_height,market,position,account,coll_usd_e8,debt_usd_e8,health,health_low,health_high,liquidatable,dust
9053676,zest-v2,SP3V34ZZ9XHR1GA9Y79ANT19EVFNN26MQY3A1JGT0,SP3V34ZZ9XHR1GA9Y79ANT19EVFNN26MQY3A1JGT0,154716109,0,,,,n/a,false
9053676,zest-v2,SP1T8R1GD27431K2C8C6NJCD5HDP84D33D52TTMQC,SP1T8R1GD27431K2C8C6NJCD5HDP84D33D52TTMQC,100189029,31265374,1.442013,1.423461,1.460958,no,true
9053676,zest-v2,SP1A91KESHC6E2D4M18ZSGC6120TZBTT8D6RCD0CE,SP1A91KESHC6E2D4M18ZSGC6120TZBTT8D6RCD0CE,7737329,0,,,,n/a,false
9053676,zest-v2,SP1E0FWX3Q5PRZRHW9A205YBXMRX7YYS14CDN8RA7,SP1E0FWX3Q5PRZRHW9A205YBXMRX7YYS14CDN8RA7,25979247058516,16122010594582,1.12799,1.118426,1.137602,no,false
9053676,zest-v2,SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC,SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC,68432019119237,15132082048652,2.713388,2.678202,2.74875,no,false
9053676,zest-v2,SP39H80JHGD2QXVFSM1VN3NEVKHVXF5CV9B0A9RQH,SP39H80JHGD2QXVFSM1VN3NEVKHVXF5CV9B0A9RQH,1002269782319351,0,,,,n/a,false
9053676,zest-v2,SP1RBRTZVFADS0K26SHWFWDA2G9QJFNE0HXQ4NX8P,SP1RBRTZVFADS0K26SHWFWDA2G9QJFNE0HXQ4NX8P,15835023,0,,,,n/a,false
9053676,zest-v2,SP1BQZ7QBWMRCYYFB51F5SGH2NJJ33R3BJQA71AQ0,SP1BQZ7QBWMRCYYFB51F5SGH2NJJ33R3BJQA71AQ0,180500313,25209943,5.01192,4.969425,5.054628,no,true
9053676,zest-v2,SP3D0ZDN3E8M33MY88REE1NQQR7H6ZQWEYKQ3JP1V,SP3D0ZDN3E8M33MY88REE1NQQR7H6ZQWEYKQ3JP1V,309579091691,69945019104,2.655621,2.621184,2.69023,no,false
9053676,zest-v2,SP306XMK02QDR1W13ENEYCF5TMDAKHB2GX3F2KGK3,SP306XMK02QDR1W13ENEYCF5TMDAKHB2GX3F2KGK3,69945460940000,6335577260154,6.624065,6.538167,6.710394,no,false
9053676,zest-v2,SP2QPKZPPEBZ7ZB7E558TTW15X75S9VDHC09M9SJF,SP2QPKZPPEBZ7ZB7E558TTW15X75S9VDHC09M9SJF,741504134903,212186472843,2.446211,2.42547,2.467056,no,false
9053676,zest-v2,SP16ZK94PMJRK01A74CET3HYPT59SAVXYFJMD0GKN,SP16ZK94PMJRK01A74CET3HYPT59SAVXYFJMD0GKN,73510823,0,,,,n/a,false
9053676,zest-v2,SPN3AV2KQ8HYFHGKC34SGVSS9TNMJXG56GXRSR70,SPN3AV2KQ8HYFHGKC34SGVSS9TNMJXG56GXRSR70,427209749387,126909612652,2.356376,2.336397,2.376456,no,false
9053676,zest-v2,SP203AZJZHBTCJ3D9HD1FH5G0PFDPWP1NJJSXS1T5,SP203AZJZHBTCJ3D9HD1FH5G0PFDPWP1NJJSXS1T5,94007640,0,,,,n/a,false
9053676,zest-v2,SP1CM0AWD5FCT7RMNCQJ29XTX7ANXH4HMDDY3QW9H,SP1CM0AWD5FCT7RMNCQJ29XTX7ANXH4HMDDY3QW9H,4265554289490,1625877880874,1.574123,1.553711,1.594638,no,false
9053676,zest-v2,SP31SXJHBV3YN94HQX7NR7TV9RBM8NSNYAGXG9R6X,SP31SXJHBV3YN94HQX7NR7TV9RBM8NSNYAGXG9R6X,118616139919,45102774360,1.840935,1.826763,1.855156,no,false
9053676,zest-v2,SP19XT66MMJ80ZXYT371T364PP910E0KA5GE9X4T4,SP19XT66MMJ80ZXYT371T364PP910E0KA5GE9X4T4,7907678483375,4562158416553,1.213324,1.203036,1.223663,no,false
